locale,query_or_concept,first_sourceNumber,first_URL,second_sourceNumber,second_URL,overlap_reason,evidence,confidence,recommended_action
de-DE,overheating / thermal throttling,53,https://runcheckapp.com/de/artikel/temperatur/warum-dein-android-smartphone-uberhitzt-und-wie-du-seine-temperatur-prufst/,56,https://runcheckapp.com/de/artikel/temperatur/was-ist-thermische-drosselung-und-wie-wirkt-sie-sich-auf-dein-smartphone-aus/,heat symptom overlaps the performance-protection mechanism,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,slow Android phone / speed up old phone,64,https://runcheckapp.com/de/artikel/leistung/warum-dein-android-smartphone-langsam-ist-so-findest-und-behebst-du-die-eigentliche/,65,https://runcheckapp.com/de/artikel/leistung/so-beschleunigst-du-ein-altes-android-smartphone/,diagnosis and improvement intents may share slow-phone queries,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,free storage / false full warning,79,https://runcheckapp.com/de/artikel/speicher/so-gibst-du-unter-android-speicherplatz-frei-ohne-wichtiges-zu-verlieren/,87,https://runcheckapp.com/de/artikel/speicher/warum-dein-smartphone-vollen-speicher-meldet-obwohl-noch-platz-frei-zu-sein-scheint/,general cleanup overlaps the false-full error intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,Wi-Fi signal / Wi-Fi troubleshooting,90,https://runcheckapp.com/de/artikel/netzwerk/so-prufst-du-die-wifi-signalstarke-auf-android/,96,https://runcheckapp.com/de/artikel/netzwerk/so-behebst-du-wlan-verbindungsprobleme-unter-android/,measurement intent overlaps repair intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,slow phone internet / slow mobile data,91,https://runcheckapp.com/de/artikel/netzwerk/warum-ist-das-internet-auf-meinem-smartphone-so-langsam/,97,https://runcheckapp.com/de/artikel/netzwerk/warum-sind-mobile-daten-trotz-gutem-empfang-langsam/,broad connection diagnosis overlaps mobile-data-only intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,hardware test / diagnostic apps,104,https://runcheckapp.com/de/artikel/hardware/android-hardware-testen-vollstandiger-diagnoseleitfaden-2026/,138,https://runcheckapp.com/de/artikel/geratezustand/die-besten-android-diagnose-apps-im-vergleich-2026/,how-to test workflow overlaps commercial comparison of tools,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,updates stopped / support lifecycle,121,https://runcheckapp.com/de/artikel/software/was-passiert-wenn-android-keine-updates-mehr-erhalt/,123,https://runcheckapp.com/de/artikel/software/wird-mein-smartphone-noch-unterstutzt-so-prufst-du-den-android-und-sicherheits-support/,end-of-updates explainer overlaps model support-status lookup,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,security patch / support lifecycle,122,https://runcheckapp.com/de/artikel/software/so-prufst-du-android-sicherheitspatches/,123,https://runcheckapp.com/de/artikel/software/wird-mein-smartphone-noch-unterstutzt-so-prufst-du-den-android-und-sicherheits-support/,patch-level check overlaps broader support-period lookup,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,safe mode / safe mode versus reset,70,https://runcheckapp.com/de/artikel/leistung/so-startest-du-android-im-abgesicherten-modus-und-dafur-ist-er-gedacht/,130,https://runcheckapp.com/de/artikel/software/abgesicherter-modus-oder-werkseinstellungen-was-solltest-du-zuerst-versuchen/,single-tool guide overlaps comparison/decision intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
de-DE,diagnostic codes / Xiaomi CIT,112,https://runcheckapp.com/de/artikel/hardware/android-diagnosecodes-vollstandige-liste-nach-hersteller/,159,https://runcheckapp.com/de/artikel/markenratgeber/xiaomi-cit-menu-versteckte-hardwaretests-fur-xiaomi-redmi-und-poco/,general manufacturer-code list overlaps Xiaomi-specific menu intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,overall phone condition / full diagnostic,1,https://runcheckapp.com/fr/articles/etat-de-l-appareil/diagnostic-de-l-etat-d-un-appareil-android-comment-verifier-si-votre-telephone-est-en-bon/,7,https://runcheckapp.com/fr/articles/etat-de-l-appareil/comment-effectuer-un-diagnostic-complet-sur-un-smartphone-android/,overall condition check overlaps a full diagnostic workflow,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,used phone condition / buying checklist,2,https://runcheckapp.com/fr/articles/achat-et-revente/comment-verifier-qu-un-smartphone-android-d-occasion-est-en-bon-etat/,6,https://runcheckapp.com/fr/articles/achat-et-revente/que-verifier-avant-d-acheter-un-smartphone-android-d-occasion/,both answer pre-purchase condition checks; one should remain condition-led and the other checklist-led,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,battery health / battery percentage,11,https://runcheckapp.com/fr/articles/batterie/comment-verifier-l-etat-de-la-batterie-sur-android-et-reperer-une-batterie-defaillante/,13,https://runcheckapp.com/fr/articles/batterie/que-signifie-vraiment-le-pourcentage-d-etat-de-la-batterie/,battery health and percentage meaning can share broad queries but have different explanatory intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,fast battery drain / hidden drain,21,https://runcheckapp.com/fr/articles/batterie/pourquoi-la-batterie-de-votre-telephone-se-decharge-si-vite-guide-pratique-de-diagnostic/,25,https://runcheckapp.com/fr/articles/batterie/comment-trouver-une-consommation-de-batterie-cachee-sur-android/,broad drain diagnosis overlaps a narrower hidden-drain method,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,slow charging / will not charge,47,https://runcheckapp.com/fr/articles/recharge/pourquoi-mon-telephone-se-recharge-t-il-lentement-causes-et-solutions/,48,https://runcheckapp.com/fr/articles/recharge/le-telephone-ne-se-recharge-pas-comment-diagnostiquer-le-probleme/,charging speed and complete charging failure are adjacent but distinct problems,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,overheating / thermal throttling,53,https://runcheckapp.com/fr/articles/temperature/pourquoi-votre-telephone-android-surchauffe-et-comment-verifier-sa-temperature/,56,https://runcheckapp.com/fr/articles/temperature/qu-est-ce-que-le-bridage-thermique-et-quel-effet-a-t-il-sur-votre-telephone/,heat symptom overlaps the performance-protection mechanism,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,slow Android phone / speed up old phone,64,https://runcheckapp.com/fr/articles/performances/pourquoi-votre-telephone-android-est-lent-trouver-et-corriger-la-vraie-cause/,65,https://runcheckapp.com/fr/articles/performances/comment-accelerer-un-ancien-telephone-android/,diagnosis and improvement intents may share slow-phone queries,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,free storage / false full warning,79,https://runcheckapp.com/fr/articles/stockage/comment-liberer-du-stockage-sur-android-sans-rien-perdre/,87,https://runcheckapp.com/fr/articles/stockage/pourquoi-votre-telephone-indique-que-le-stockage-est-plein-alors-qu-il-ne-l-est-pas/,general cleanup overlaps the false-full error intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,Wi-Fi signal / Wi-Fi troubleshooting,90,https://runcheckapp.com/fr/articles/reseau/comment-verifier-la-puissance-du-signal-wifi-sur-android/,96,https://runcheckapp.com/fr/articles/reseau/comment-resoudre-les-problemes-de-connexion-wi-fi-sur-android/,measurement intent overlaps repair intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,slow phone internet / slow mobile data,91,https://runcheckapp.com/fr/articles/reseau/pourquoi-la-connexion-internet-de-mon-telephone-est-elle-si-lente/,97,https://runcheckapp.com/fr/articles/reseau/pourquoi-les-donnees-mobiles-sont-elles-lentes-malgre-un-bon-signal/,broad connection diagnosis overlaps mobile-data-only intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,hardware test / diagnostic apps,104,https://runcheckapp.com/fr/articles/materiel-et-capteurs/comment-tester-le-materiel-d-un-telephone-android-guide-de-diagnostic-complet-2026/,138,https://runcheckapp.com/fr/articles/etat-de-l-appareil/comparatif-des-meilleures-applications-de-diagnostic-android-2026/,how-to test workflow overlaps commercial comparison of tools,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,updates stopped / support lifecycle,121,https://runcheckapp.com/fr/articles/logiciel-et-mises-a-jour/que-se-passe-t-il-lorsqu-android-ne-recoit-plus-de-mises-a-jour/,123,https://runcheckapp.com/fr/articles/logiciel-et-mises-a-jour/mon-telephone-est-il-encore-pris-en-charge-verifier-le-cycle-de-suivi-et-de-securite/,end-of-updates explainer overlaps model support-status lookup,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,security patch / support lifecycle,122,https://runcheckapp.com/fr/articles/logiciel-et-mises-a-jour/comment-verifier-les-correctifs-de-securite-android/,123,https://runcheckapp.com/fr/articles/logiciel-et-mises-a-jour/mon-telephone-est-il-encore-pris-en-charge-verifier-le-cycle-de-suivi-et-de-securite/,patch-level check overlaps broader support-period lookup,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,safe mode / safe mode versus reset,70,https://runcheckapp.com/fr/articles/performances/comment-demarrer-android-en-mode-sans-echec-et-quand-l-utiliser/,130,https://runcheckapp.com/fr/articles/logiciel-et-mises-a-jour/mode-sans-echec-ou-retablissement-de-la-configuration-d-usine-lequel-essayer-d-abord/,single-tool guide overlaps comparison/decision intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
fr-FR,diagnostic codes / Xiaomi CIT,112,https://runcheckapp.com/fr/articles/materiel-et-capteurs/codes-de-diagnostic-android-liste-complete-par-fabricant/,159,https://runcheckapp.com/fr/articles/guides-par-marque/menu-cit-de-xiaomi-tests-materiels-caches-pour-xiaomi-redmi-et-poco/,general manufacturer-code list overlaps Xiaomi-specific menu intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
es-ES,overall phone condition / full diagnostic,1,https://runcheckapp.com/es/articulos/estado-del-dispositivo/comprobacion-del-estado-de-un-dispositivo-android-como-saber-si-tu-movil-esta-en-buenas/,7,https://runcheckapp.com/es/articulos/estado-del-dispositivo/como-realizar-un-diagnostico-completo-en-un-movil-android/,overall condition check overlaps a full diagnostic workflow,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
es-ES,used phone condition / buying checklist,2,https://runcheckapp.com/es/articulos/compra-y-venta/como-comprobar-si-un-movil-android-de-segunda-mano-esta-en-buenas-condiciones/,6,https://runcheckapp.com/es/articulos/compra-y-venta/que-comprobar-antes-de-comprar-un-movil-android-de-segunda-mano/,both answer pre-purchase condition checks; one should remain condition-led and the other checklist-led,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
es-ES,battery health / battery percentage,11,https://runcheckapp.com/es/articulos/bateria/como-comprobar-el-estado-de-la-bateria-en-android-y-detectar-una-bateria-deteriorada/,13,https://runcheckapp.com/es/articulos/bateria/que-significa-realmente-el-porcentaje-de-estado-de-la-bateria/,battery health and percentage meaning can share broad queries but have different explanatory intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
es-ES,fast battery drain / hidden drain,21,https://runcheckapp.com/es/articulos/bateria/por-que-la-bateria-de-tu-movil-se-agota-tan-rapido-guia-practica-de-diagnostico-en-android/,25,https://runcheckapp.com/es/articulos/bateria/como-encontrar-un-consumo-oculto-de-bateria-en-android/,broad drain diagnosis overlaps a narrower hidden-drain method,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
es-ES,slow charging / will not charge,47,https://runcheckapp.com/es/articulos/carga/por-que-se-carga-tan-despacio-mi-movil-causas-y-soluciones/,48,https://runcheckapp.com/es/articulos/carga/el-movil-no-carga-como-diagnosticar-problemas-de-carga/,charging speed and complete charging failure are adjacent but distinct problems,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
es-ES,overheating / thermal throttling,53,https://runcheckapp.com/es/articulos/temperatura/por-que-se-sobrecalienta-tu-movil-android-y-como-comprobar-su-temperatura/,56,https://runcheckapp.com/es/articulos/temperatura/que-es-la-limitacion-termica-y-como-afecta-a-tu-movil/,heat symptom overlaps the performance-protection mechanism,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
es-ES,slow Android phone / speed up old phone,64,https://runcheckapp.com/es/articulos/rendimiento/por-que-tu-movil-android-va-lento-como-encontrar-y-solucionar-el-problema-real/,65,https://runcheckapp.com/es/articulos/rendimiento/como-acelerar-un-movil-android-antiguo/,diagnosis and improvement intents may share slow-phone queries,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
es-ES,free storage / false full warning,79,https://runcheckapp.com/es/articulos/almacenamiento/como-liberar-espacio-en-android-sin-perder-nada-importante/,87,https://runcheckapp.com/es/articulos/almacenamiento/por-que-el-movil-dice-que-el-almacenamiento-esta-lleno-cuando-no-lo-parece/,general cleanup overlaps the false-full error intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
es-ES,Wi-Fi signal / Wi-Fi troubleshooting,90,https://runcheckapp.com/es/articulos/redes/como-comprobar-la-intensidad-de-la-senal-wi-fi-en-android/,96,https://runcheckapp.com/es/articulos/redes/como-solucionar-problemas-de-conexion-wi-fi-en-android/,measurement intent overlaps repair intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
es-ES,slow phone internet / slow mobile data,91,https://runcheckapp.com/es/articulos/redes/por-que-va-tan-lento-internet-en-mi-movil/,97,https://runcheckapp.com/es/articulos/redes/por-que-van-lentos-los-datos-moviles-aunque-haya-buena-senal/,broad connection diagnosis overlaps mobile-data-only intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
es-ES,hardware test / diagnostic apps,104,https://runcheckapp.com/es/articulos/hardware-y-sensores/como-probar-el-hardware-de-un-movil-android-guia-completa-de-diagnostico-2026/,138,https://runcheckapp.com/es/articulos/estado-del-dispositivo/comparativa-de-las-mejores-aplicaciones-de-diagnostico-para-android-2026/,how-to test workflow overlaps commercial comparison of tools,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
es-ES,updates stopped / support lifecycle,121,https://runcheckapp.com/es/articulos/software-y-actualizaciones/que-ocurre-cuando-android-deja-de-recibir-actualizaciones/,123,https://runcheckapp.com/es/articulos/software-y-actualizaciones/soporte-actualizaciones-seguridad-movil-android/,end-of-updates explainer overlaps model support-status lookup,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
es-ES,security patch / support lifecycle,122,https://runcheckapp.com/es/articulos/software-y-actualizaciones/como-comprobar-los-parches-de-seguridad-de-android/,123,https://runcheckapp.com/es/articulos/software-y-actualizaciones/soporte-actualizaciones-seguridad-movil-android/,patch-level check overlaps broader support-period lookup,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
es-ES,safe mode / safe mode versus reset,70,https://runcheckapp.com/es/articulos/rendimiento/como-iniciar-android-en-modo-seguro-y-cuando-utilizarlo/,130,https://runcheckapp.com/es/articulos/software-y-actualizaciones/modo-seguro-o-restablecimiento-de-fabrica-cual-deberias-probar-primero/,single-tool guide overlaps comparison/decision intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
es-ES,diagnostic codes / Xiaomi CIT,112,https://runcheckapp.com/es/articulos/hardware-y-sensores/codigos-de-diagnostico-de-android-lista-completa-por-fabricante/,159,https://runcheckapp.com/es/articulos/guias-por-marca/menu-cit-de-xiaomi-pruebas-de-hardware-ocultas-para-xiaomi-redmi-y-poco/,general manufacturer-code list overlaps Xiaomi-specific menu intent,"HYPOTHESIS ONLY: title/H1/topic overlap in the same locale. No GSC page-by-query data was available, so this is not confirmed cannibalization.",LOW,"Do not merge, redirect, or rewrite now. Preserve the distinct intent; validate with GSC query × page data and then adjust meta/internal anchors only if overlap is measured."
